SiteId,Treatment,N applied,N applications,N type,StartYr,EndYr,Annual.n2o,cumulative.n2o,Cumulative.start,Cumulative.end,crop.n2o,crop,Sample.method,Sample.number,sample.period,StartDate,EndDate,gapfilling.method,gapfilling.method.notes
CONUNRBS,BS-U,430,NA,Urine,2012,2013,NA,0.94,6/19/2012,6/18/2013,NA,C3 pasture,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
CONUNRBS,BS-F,940,NA,feces,2012,2013,NA,1.27,6/19/2012,6/18/2013,NA,C3 pasture,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
CONUNRBS,BS-Cw,0,NA,NA,2012,2013,NA,0.37,6/19/2012,6/18/2013,NA,C3 pasture,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
CONUNRBS,BS-Cb,0,NA,NA,2012,2013,NA,0.37,6/19/2012,6/18/2013,NA,C3 pasture,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
CONUNRBS,NR-U,430,NA,Urine,2013,2014,NA,0.37,6/19/2013,5/27/2014,NA,C4 grass,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
CONUNRBS,NR-F,940,NA,feces,2013,2014,NA,0.56,6/19/2013,5/27/2014,NA,C4 grass,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
CONUNRBS,NR-Cw,0,NA,NA,2013,2014,NA,0.24,6/19/2013,5/27/2014,NA,C4 grass,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
CONUNRBS,NR-Cb,0,NA,NA,2013,2014,NA,0.28,6/19/2013,5/27/2014,NA,C4 grass,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
CONUNRBS,BS-U,430,NA,Urine,2013,2014,NA,0.31,6/19/2013,5/27/2014,NA,C3 pasture,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
CONUNRBS,BS-F,940,NA,feces,2013,2014,NA,0.39,6/19/2013,5/27/2014,NA,C3 pasture,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
CONUNRBS,BS-Cw,0,NA,NA,2013,2014,NA,0.24,6/19/2013,5/27/2014,NA,C3 pasture,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
CONUNRBS,BS-Cb,0,NA,NA,2013,2014,NA,0.28,6/19/2013,5/27/2014,NA,C3 pasture,static chamber,42,340,6/21/2013,5/27/2014,linear,NA
MNSP4R,U-S100,146,NA,Urea,2014,2015,NA,0.867,5/19/2014,4/27/2015,NA,corn,nonsteady-state chamber,68,505,4/21/2014,9/8/2015,trapezoidal integration,NA
MNSP4R,U-Sp100,146,NA,Urea,2014,2015,NA,0.876,5/19/2014,4/27/2015,NA,corn,nonsteady-state chamber,68,505,4/21/2014,9/8/2015,trapezoidal integration,NA
MNSP4R,U-Sp85,124,NA,Urea,2014,2015,NA,0.911,5/19/2014,4/27/2015,NA,corn,nonsteady-state chamber,68,505,4/21/2014,9/8/2015,trapezoidal integration,NA
MNSP4R,UI-Sp100,146,NA,Urea,2014,2015,NA,0.823,5/19/2014,4/27/2015,NA,corn,nonsteady-state chamber,68,505,4/21/2014,9/8/2015,trapezoidal integration,NA
MNSP4R,UI-Sp85,124,NA,Urea,2014,2015,NA,0.659,5/19/2014,4/27/2015,NA,corn,nonsteady-state chamber,68,505,4/21/2014,9/8/2015,trapezoidal integration,NA
MNSP4R,zero-N,0,NA,NA,2014,2015,NA,0.436,5/19/2014,4/27/2015,NA,corn,nonsteady-state chamber,68,505,4/21/2014,9/8/2015,trapezoidal integration,NA
NDMAH3,NDMAH3_B,70,NA,Urea,2008,2008,NA,NA,4/4/2008,8/26/2008,NA,corn,chamber,68,228,4/4/2008,11/18/2008,linear mixed,NA
NDMAH3,NDMAH3_T,70,NA,Urea,2008,2008,NA,NA,4/4/2008,8/26/2008,NA,corn,chamber,70,228,4/4/2008,11/18/2008,linear mixed,NA
NDMAH3,NDMAH3_C,0,NA,NA,2008,2008,NA,NA,4/4/2008,8/26/2008,NA,Rangeland,chamber,27,71,6/3/2008,8/13/2008,linear mixed,less info for this Trt in paper
SDaltrot,ConvSys 4yr rot ST YF,48,NA,ammonium nitrate,2007,2008,NA,0.817,5/1/2007,4/30/2008,NA,corn,static chamber,17,328,5/23/2007,4/15/2008,linear,NA
SDaltrot,ConvSys 4yr rot ST YF,54,NA,ammonium nitrate,2008,2009,NA,1.43,5/1/2008,4/30/2009,NA,pea,static chamber,9,293,6/10/2008,3/30/2009,linear,NA
SDaltrot,ConvSys 4yr rot ST YF,73,NA,ammonium nitrate,2009,2010,NA,1.36,5/1/2009,4/30/2010,NA,winter wheat,static chamber,14,321,5/29/2009,4/15/2010,linear,NA
SDaltrot,ConvSys 4yr rot ST YF,73,NA,ammonium nitrate,2010,2011,NA,1.54,5/1/2010,4/30/2011,NA,soybean,static chamber,14,336,5/27/2010,4/28/2011,linear,NA
SDaltrot,ConvSys 2yr rot CT YF,48,NA,ammonium nitrate,2007,2008,NA,0.866,5/1/2007,4/30/2008,NA,corn,static chamber,17,328,5/23/2007,4/15/2008,linear,NA
SDaltrot,ConvSys 2yr rot CT YF,54,NA,ammonium nitrate,2008,2009,NA,1.13,5/1/2008,4/30/2009,NA,soybean,static chamber,9,293,6/10/2008,3/30/2009,linear,NA
SDaltrot,ConvSys 2yr rot CT YF,73,NA,ammonium nitrate,2009,2010,NA,1.14,5/1/2009,4/30/2010,NA,corn,static chamber,14,321,5/29/2009,4/15/2010,linear,NA
SDaltrot,ConvSys 2yr rot CT YF,73,NA,ammonium nitrate,2010,2011,NA,1.33,5/1/2010,4/30/2011,NA,soybean,static chamber,14,336,5/27/2010,4/28/2011,linear,NA
NDMASQMF,Fallow,110,NA,ammonium nitrate,2006,2008,NA,1.8,10/18/2006,5/6/2008,NA,Spring wheat-fallow,static chamber,53,566,10/18/2006,5/6/2008,linear,no data for each year
NDMASQMF,SR,110,NA,ammonium nitrate,2006,2008,NA,1.8,10/18/2006,5/6/2008,NA,Spring wheat-safflower-Rye (fallow),static chamber,53,566,10/18/2006,5/6/2008,linear,NA
China_CS,C0N0,0,NA,NA,2010,2010,NA,0.23,7/24/2010,10/18/2010,NA,double rice,static chamber,13,87,7/24/2010,10/18/2010,linear,NA
China_CS,C0N20,240,NA,Urea,2010,2010,NA,1.46,7/24/2010,10/18/2010,NA,double rice,static chamber,13,87,7/24/2010,10/18/2010,linear,NA
China_CS,C20N20,240,NA,Urea,2010,2010,NA,1.06,7/24/2010,10/18/2010,NA,double rice,static chamber,13,87,7/24/2010,10/18/2010,linear,NA
China_CS,C40N20,240,NA,Urea,2010,2010,NA,0.72,7/24/2010,10/18/2010,NA,double rice,static chamber,13,87,7/24/2010,10/18/2010,linear,NA
China_JX,C0N0,0,NA,NA,2010,2010,NA,0.09,8/3/2010,11/3/2010,NA,double rice,static chamber,14,93,8/3/2010,11/3/2010,linear,NA
China_JX,C0N20,300,NA,Urea,2010,2010,NA,1.47,8/3/2010,11/3/2010,NA,double rice,static chamber,14,93,8/3/2010,11/3/2010,linear,NA
China_JX,C20N20,300,NA,Urea,2010,2010,NA,0.79,8/3/2010,11/3/2010,NA,double rice,static chamber,14,93,8/3/2010,11/3/2010,linear,NA
China_JX,C40N20,300,NA,Urea,2010,2010,NA,0.68,8/3/2010,11/3/2010,NA,double rice,static chamber,14,93,8/3/2010,11/3/2010,linear,NA
China_GH,C0N0,0,NA,NA,2010,2010,NA,0.11,6/13/2010,9/23/2010,NA,rice-winter wheat,static chamber,15,103,6/13/2010,9/23/2010,linear,NA
China_GH,C0N1,240,NA,Urea,2010,2010,NA,1.88,6/13/2010,9/23/2010,NA,rice-winter wheat,static chamber,15,103,6/13/2010,9/23/2010,linear,NA
China_GH,C1N1,240,NA,Urea,2010,2010,NA,1.33,6/13/2010,9/23/2010,NA,rice-winter wheat,static chamber,15,103,6/13/2010,9/23/2010,linear,NA
China_GH,C2N1,240,NA,Urea,2010,2010,NA,0.87,6/13/2010,9/23/2010,NA,rice-winter wheat,static chamber,15,103,6/13/2010,9/23/2010,linear,NA
guangdi.76_autoChamber,NoTill_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_autoChamber,NoTill_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_autoChamber,Till_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_autoChamber,Till_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_manualChamber,Trt_2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_manualChamber,Trt_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_manualChamber,Trt_2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_pasture,Lucerne_Mono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_pasture,Phalaris_Lucerne_Mix_Subclover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_pasture,Phalaris_Subclover_Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.76_pasture,Subclover_Mono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guangdi.???,normal urea,0,NA,NA,2012,2013,NA,NA,NA,NA,NA,NA,auto chamber,NA,NA,NA,NA,NA,NA
guangdi.???,normal urea,100,NA,NA,2012,2013,NA,NA,NA,NA,NA,NA,auto chamber,NA,NA,NA,NA,NA,NA
guangdi.???,ENTEC,0,NA,NA,2012,2013,NA,NA,NA,NA,NA,wheat,manual chamber,16,219,NA,NA,regression,"developed from urea autochamber treatments at this site, n2o = 82.725x^0.728, where x is days since major rainfall events"
guangdi.???,ENTEC,100,NA,NA,2012,2013,NA,53.8,NA,NA,NA,wheat,manual chamber,16,219,NA,NA,regression,"developed from urea autochamber treatments at this site, n2o = 82.725x^0.728, where x is days since major rainfall events"
guangdi.???,normal urea,0,NA,NA,2012,2013,NA,NA,NA,NA,NA,canola,manual chamber,32,296,NA,NA,regression,"developed from urea autochamber treatments at this site, n2o = 82.725x^0.728, where x is days since major rainfall events"
guangdi.???,normal urea,100,NA,NA,2012,2013,NA,NA,NA,NA,NA,canola,manual chamber,32,296,NA,NA,regression,"developed from urea autochamber treatments at this site, n2o = 82.725x^0.728, where x is days since major rainfall events"
guangdi.???,normal urea,0,NA,NA,2012,2013,NA,44.9,NA,NA,NA,wheat,manual chamber,16,219,NA,NA,regression,"developed from urea autochamber treatments at this site, n2o = 82.725x^0.728, where x is days since major rainfall events"
guangdi.???,normal urea,100,NA,NA,2012,2013,NA,80.9,NA,NA,NA,wheat,manual chamber,16,219,NA,NA,regression,"developed from urea autochamber treatments at this site, n2o = 82.725x^0.728, where x is days since major rainfall events"
Fuchs.Chamau,ParcelA.Control,NA,NA,NA,2013,2013,5.35,NA,NA,NA,NA,pasture,eddy covariance,348,365,NA,NA,NA,NA
Fuchs.Chamau,ParcelA.Control,NA,NA,NA,2014,2014,5.59,NA,NA,NA,NA,pasture,eddy covariance,360,365,NA,NA,NA,NA
Fuchs.Chamau,ParcelA.Control,NA,NA,NA,2015,2015,3.93,NA,NA,NA,NA,pasture,eddy covariance,345,365,NA,NA,NA,NA
Fuchs.Chamau,ParcelA.Control,NA,NA,NA,2016,2016,5.94,NA,NA,NA,NA,pasture,eddy covariance,278,365,NA,NA,NA,NA
Fuchs.Chamau,ParcelB.Control,NA,NA,NA,2013,2013,4.92,NA,NA,NA,NA,pasture,eddy covariance,361,365,NA,NA,NA,NA
Fuchs.Chamau,ParcelB.Control,NA,NA,NA,2014,2014,4.93,NA,NA,NA,NA,pasture,eddy covariance,365,365,NA,NA,NA,NA
Fuchs.Chamau,ParcelB.Clover,NA,NA,NA,2015,2015,2.17,NA,NA,NA,NA,pasture,eddy covariance,346,365,NA,NA,NA,NA
Fuchs.Chamau,ParcelB.Clover,NA,NA,NA,2016,2016,3.85,NA,NA,NA,NA,pasture,eddy covariance,281,365,NA,NA,NA,NA
AC0101_Cambridgeshire,Ammonium nitrate 140 kg N ha,140,NA,NA,2008,NA,1.543029768,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 140 kg N ha,140,NA,NA,2007,NA,1.543029768,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 210 kg N ha,210,NA,NA,2007,NA,1.993653109,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 210 kg N ha,210,NA,NA,2008,NA,1.993653109,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 280 kg N ha,280,NA,NA,2008,NA,2.772467388,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 280 kg N ha,280,NA,NA,2007,NA,2.772467388,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 350 kg N ha,350,NA,NA,2008,NA,4.51643755,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 350 kg N ha,350,NA,NA,2007,NA,4.51643755,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 70 kg N ha,70,NA,NA,2008,NA,0.81392341,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Ammonium nitrate 70 kg N ha,70,NA,NA,2007,NA,0.81392341,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Control,0,NA,NA,2008,NA,0.47861311,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Cambridgeshire,Control,0,NA,NA,2007,NA,0.47861311,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 130 kg N ha,130,NA,NA,2007,NA,4.477246873,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 140 kg N ha,140,NA,NA,2008,NA,3.864745955,NA,NA,NA,NA,Winter Wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 160 kg N ha,160,NA,NA,2007,NA,6.428613639,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 200 kg N ha,200,NA,NA,2007,NA,6.822615177,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 210 kg N ha,210,NA,NA,2008,NA,7.150683431,NA,NA,NA,NA,Winter Wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 280 kg N ha,280,NA,NA,2008,NA,8.016188206,NA,NA,NA,NA,Winter Wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 350 kg N ha,350,NA,NA,2008,NA,9.192507847,NA,NA,NA,NA,Winter Wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 70 kg N ha,70,NA,NA,2007,NA,3.452235631,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 70 kg N ha,70,NA,NA,2008,NA,3.452235631,NA,NA,NA,NA,Winter Wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Ammonium nitrate 90 kg N ha,90,NA,NA,2007,NA,4.468160606,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Control,0,NA,NA,2007,NA,1.872113466,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Devon,Control,0,NA,NA,2008,NA,1.872113466,NA,NA,NA,NA,Winter Wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 140 kg N ha,140,NA,NA,2007,NA,2.52256526,NA,NA,NA,NA,Winter barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 140 kg N ha,140,NA,NA,2008,NA,2.52256526,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 210 kg N ha,210,NA,NA,2007,NA,2.916082911,NA,NA,NA,NA,Winter barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 210 kg N ha,210,NA,NA,2008,NA,2.916082911,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 280 kg N ha,280,NA,NA,2008,NA,3.21222778,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 280 kg N ha,280,NA,NA,2007,NA,3.21222778,NA,NA,NA,NA,Winter barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 350 kg N ha,350,NA,NA,2008,NA,4.003869772,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 350 kg N ha,350,NA,NA,2007,NA,4.003869772,NA,NA,NA,NA,Winter barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 70 kg N ha,70,NA,NA,2007,NA,2.005237243,NA,NA,NA,NA,Winter barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Ammonium nitrate 70 kg N ha,70,NA,NA,2008,NA,2.005237243,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Control,0,NA,NA,2008,NA,1.310607891,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0101_Nottinghamshire,Control,0,NA,NA,2007,NA,1.310607891,NA,NA,NA,NA,Winter barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Cattle slurry,83.725,NA,NA,2010,NA,0.911845042,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Cattle slurry,83.725,NA,NA,2011,NA,0.911845042,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Cattle slurry,83.725,NA,NA,2009,NA,0.911845042,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Cattle slurry,83.725,NA,NA,2010,NA,0.911845042,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Control,0,NA,NA,2009,NA,0.531604152,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Control,0,NA,NA,2011,NA,0.531604152,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Control,0,NA,NA,2010,NA,0.531604152,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Cambridgeshire,Control,0,NA,NA,2010,NA,0.531604152,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2010,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2010,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2010,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2011,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2011,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2008,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2009,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - drained,146.1125,NA,NA,2009,NA,1.786250853,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2011,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2008,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2011,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2010,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2009,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2010,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2009,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Cattle slurry - undrained,145.6761905,NA,NA,2010,NA,1.646335302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2009,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2008,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2011,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2010,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2009,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2010,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2010,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - drained,0,NA,NA,2011,NA,1.003380443,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2009,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2009,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2008,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2010,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2010,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2011,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2011,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Devon,Control - undrained,0,NA,NA,2010,NA,0.279604902,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2011,NA,0.278106883,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2010,NA,0.278106883,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2011,NA,0.278106883,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2011,NA,0.278106883,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2010,NA,0.278106883,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2011,NA,0.278106883,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2010,NA,0.278106883,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2010,NA,0.278106883,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Cattle slurry,116.3,NA,NA,2010,NA,0.278106883,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2010,NA,0.121959997,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2011,NA,0.121959997,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2010,NA,0.121959997,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
