Reference,SiteID,DB_version,Contact,license,Other repository/location,PrimaryPaper,SecondaryPaper,Type,Latitude,Longitude,Start_Date,End_Date,Measurement_method,Trt_#,Treatment,Treatment_Description,avgN_applied,N type,Sampled_days,Missing_days,PercGap,Envir_factors,Notes
Zhang_Yt,Rice paddy,1,NA,NA,NA,NA,NA,cropland,28.15,116.55,11/28/2008,11/5/2014,static chamber,5,CT-F,conventional tillage and no drainage without rice stubble return,180,Urea,71,2098,0.967266021,"tmax, tmin, rain, soilt.5, soilm",NA
China_CS,Changsha,1,gxpan@njau.edu.cn,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.08,104.1,7/24/2010,10/18/2010,static chamber,4,C0N0,"no biochar amendment, no N fertilizer",0,NA,13,74,0.850574713,"tmax, tmin, rain,",NA
China_CS,Changsha,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.08,104.1,7/24/2010,10/18/2010,static chamber,4,C0N20,"no biochar amendment, urea applied",240,Urea,13,74,0.850574713,"tmax, tmin, rain,",NA
China_CS,Changsha,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.08,104.1,7/24/2010,10/18/2010,static chamber,4,C20N20,"20 t/ha biochar amendment, urea applied",240,Urea,13,74,0.850574713,"tmax, tmin, rain,",NA
China_CS,Changsha,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.08,104.1,7/24/2010,10/18/2010,static chamber,4,C40N20,"40 t/ha biochar amendment, urea applied",240,Urea,13,74,0.850574713,"tmax, tmin, rain,",NA
China_JX,Jinxian,1,gxpan@njau.edu.cn,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.15,116.2,8/3/2010,11/3/2010,static chamber,4,C0N0,"no biochar amendment, no N fertilizer",0,NA,14,79,0.849462366,"tmax, tmin, rain,",NA
China_JX,Jinxian,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.15,116.2,8/3/2010,11/3/2010,static chamber,4,C0N20,"no biochar amendment, urea applied",300,Urea,14,79,0.849462366,"tmax, tmin, rain,",NA
China_JX,Jinxian,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.15,116.2,8/3/2010,11/3/2010,static chamber,4,C20N20,"20 t/ha biochar amendment, urea applied",300,Urea,14,79,0.849462366,"tmax, tmin, rain,",NA
China_JX,Jinxian,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,28.15,116.2,8/3/2010,11/3/2010,static chamber,4,C40N20,"40 t/ha biochar amendment, urea applied",300,Urea,14,79,0.849462366,"tmax, tmin, rain,",NA
China_GH,Guanghan,1,gxpan@njau.edu.cn,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,31.03,104.1,6/13/2010,9/23/2010,static chamber,4,C0N0,"no biochar amendment, no N fertilizer",0,NA,15,88,0.854368932,"tmax, tmin, rain,",NA
China_GH,Guanghan,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,31.03,104.1,6/13/2010,9/23/2010,static chamber,4,C0N1,"no biochar amendment, urea applied",240,Urea,15,88,0.854368932,"tmax, tmin, rain,",NA
China_GH,Guanghan,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,31.03,104.1,6/13/2010,9/23/2010,static chamber,4,C1N1,"20 t/ha biochar amendment, urea applied",240,Urea,15,88,0.854368932,"tmax, tmin, rain,",NA
China_GH,Guanghan,1,NA,NA,NA,doi:10.1016/j.ecoleng.2012.01.016,NA,cropland,31.03,104.1,6/13/2010,9/23/2010,static chamber,4,C2N1,"40 t/ha biochar amendment, urea applied",240,Urea,15,88,0.854368932,"tmax, tmin, rain,",NA
Tgas_Manitoba,Tgas_Glenlea_tillage,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2012.06.015,NA,cropland,49.64,-97.16,1/1/2006,4/30/2008,flux gradient,4,Field1-rt,"reduced tillage - maize, faba",110,granular urea,481,370,0.434782609,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_tillage,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2012.06.015,NA,cropland,49.64,-97.16,1/1/2006,4/30/2008,flux gradient,4,Field2-ct,"conventional tillage - maize, faba, spring wheat",55,granular urea,526,325,0.381903643,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_tillage,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2012.06.015,NA,cropland,49.64,-97.16,1/1/2006,4/30/2008,flux gradient,4,Field3-ct,"conventional tillage - maize, faba, spring wheat",55,granular urea,499,352,0.413631022,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_tillage,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2012.06.015,NA,cropland,49.64,-97.16,1/1/2006,4/30/2008,flux gradient,4,Field4-rt,"reduced tillage - maize, faba",110,granular urea,465,386,0.453584019,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_annual_perennial,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,doi:10.4141/CJSS2013-025,NA,cropland,49.64,-97.16,5/1/2008,10/14/2012,flux gradient,4,Field1-perennial,annual converted to perennial,0,NA,1057,571,0.670975323,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_annual_perennial,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,doi:10.4141/CJSS2013-025,NA,cropland,49.64,-97.16,5/1/2008,10/14/2010,flux gradient,4,Field2-annual,"annual (wheat, canola, barley)",122,granular urea,500,397,0.442586399,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_annual_perennial,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,doi:10.4141/CJSS2013-025,NA,cropland,49.64,-97.16,5/1/2008,10/14/2010,flux gradient,4,Field3-annual,"annual (wheat, canola, barley)",122,granular urea,478,419,0.467112598,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_annual_perennial,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,doi:10.4141/CJSS2013-025,NA,cropland,49.64,-97.16,5/1/2008,10/14/2012,flux gradient,4,Field4-perennial,annual converted to perennial,0,NA,906,722,0.443488943,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_fert_timing,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,doi:10.2134/jeq2015.03.0159,NA,cropland,49.64,-97.16,10/15/2010,10/14/2012,flux gradient,2,Field2-ferttime,"spring-maize, preplant fert vs late fall fert",146,anhydrous ammonia,501,230,0.314637483,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_fert_timing,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,doi:10.2134/jeq2015.03.0159,NA,cropland,49.64,-97.16,10/15/2010,10/14/2012,flux gradient,2,Field3-ferttime,"spring-maize, preplant fert vs late fall fert",146,anhydrous ammonia,510,221,0.302325581,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_conventional,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2017.08.039,https://doi.org/10.1016/j.agrformet.2019.107636,cropland,49.64,-97.16,10/15/2012,8/28/2018,flux gradient,4,Field1,conventional mgmt (soy-wheat-maize-canola) monitoring,92.8,anhydrous ammonia+granular urea,960,1184,0.552238806,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_conventional,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2017.08.039,https://doi.org/10.1016/j.agrformet.2019.107636,cropland,49.64,-97.16,10/15/2012,8/28/2018,flux gradient,4,Field2,conventional mgmt (soy-wheat-maize-canola) monitoring,92.8,anhydrous ammonia+granular urea,1037,1107,0.516324627,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_conventional,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2017.08.039,https://doi.org/10.1016/j.agrformet.2019.107636,cropland,49.64,-97.16,10/15/2012,8/28/2018,flux gradient,4,Field3,conventional mgmt (soy-wheat-maize-canola) monitoring,92.8,anhydrous ammonia+granular urea,962,1182,0.55130597,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_conventional,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,http://dx.doi.org/10.1016/j.agrformet.2017.08.039,https://doi.org/10.1016/j.agrformet.2019.107636,cropland,49.64,-97.16,10/15/2012,8/28/2018,flux gradient,4,Field4,conventional mgmt (soy-wheat-maize-canola) monitoring,92.8,anhydrous ammonia+granular urea,1009,1135,0.529384328,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_Glenlea_covercrop,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,NA,NA,cropland,49.64,-97.16,8/29/2018,NA,flux gradient,4,Field1-oats,oats,NA,NA,NA,NA,NA,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",ongoing - no end date yet
Tgas_Manitoba,Tgas_Glenlea_covercrop,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,NA,NA,cropland,49.64,-97.16,8/29/2018,NA,flux gradient,4,Field2-fallryecover,"fall rye with no fertilizer, oats",NA,NA,NA,NA,NA,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",ongoing - no end date yet
Tgas_Manitoba,Tgas_Glenlea_covercrop,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,NA,NA,cropland,49.64,-97.16,8/29/2018,NA,flux gradient,4,Field3-fallryecover,"fall rye with no fertilizer, oats",NA,NA,NA,NA,NA,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",ongoing - no end date yet
Tgas_Manitoba,Tgas_Glenlea_covercrop,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,NA,NA,cropland,49.64,-97.16,8/29/2018,NA,flux gradient,4,Field4-oats,oats,NA,NA,NA,NA,NA,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",ongoing - no end date yet
Tgas_Manitoba,Tgas_all,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,https://doi.org/10.1016/j.agrformet.2019.107636,NA,cropland,49.64,-97.16,1/1/2006,8/29/2018,flux gradient,2,annual,complex rotations,93.5,Urea,2622,1397,0.347598905,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
Tgas_Manitoba,Tgas_all,1,Mario.Tenuta@umanitoba.ca,NA,https://soilecology.ca/tgas-man-data/,https://doi.org/10.1016/j.agrformet.2019.107636,NA,cropland,49.64,-97.16,1/1/2006,8/29/2018,flux gradient,2,annual perennial,complex rotations,52.2,Urea,2622,1397,0.347598905,"airt, RH, pressure, solar, wind, rain, soilt.5, soilt.10, soilt.20, soilm.10, soilm.30, co2, GPP, NEP, respiration",NA
